,EdLevel,Country,YearsCodePro,Salary
77260,Bachelor’s degree,Russian Federation,13.0,56616.0
77261,Bachelor’s degree,United States of America,2.0,53000.0
77262,Master’s degree,United States of America,40.0,125000.0
77264,Less than a Bachelors,Brazil,6.0,14040.0
77265,Bachelor’s degree,United States of America,2.0,68200.0
77271,Bachelor’s degree,Brazil,3.0,13740.0
77278,Master’s degree,Sweden,4.0,40910.0
77280,Less than a Bachelors,United States of America,36.0,140000.0
77284,Post grad,United States of America,30.0,85000.0
77286,Bachelor’s degree,Brazil,1.0,10992.0
77288,Master’s degree,United States of America,5.0,28920.0
77293,Post grad,United Kingdom of Great Britain and Northern Ireland,20.0,135722.0
77295,Bachelor’s degree,India,3.0,12566.0
77297,Master’s degree,Russian Federation,4.0,62280.0
77299,Bachelor’s degree,Canada,13.0,105884.0
77301,Bachelor’s degree,United States of America,25.0,182000.0
77303,Bachelor’s degree,Russian Federation,10.0,66060.0
77306,Master’s degree,Brazil,16.0,41232.0
77310,Bachelor’s degree,United States of America,10.0,96000.0
77314,Master’s degree,Russian Federation,9.0,56436.0
77315,Master’s degree,Switzerland,20.0,132143.0
77316,Bachelor’s degree,Germany,2.0,37834.0
77317,Bachelor’s degree,United States of America,10.0,160000.0
77319,Less than a Bachelors,Germany,4.0,32424.0
77322,Bachelor’s degree,United States of America,1.0,50000.0
77327,Less than a Bachelors,United States of America,10.0,132000.0
77330,Bachelor’s degree,United States of America,5.0,150000.0
77332,Bachelor’s degree,Sweden,14.0,66888.0
77336,Post grad,Switzerland,15.0,137226.0
77341,Post grad,Canada,8.0,128573.0
77349,Less than a Bachelors,United States of America,15.0,125000.0
77350,Bachelor’s degree,United States of America,10.0,99000.0
77351,Master’s degree,United States of America,25.0,180000.0
77354,Bachelor’s degree,United States of America,5.0,117000.0
77357,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,90482.0
77363,Less than a Bachelors,United States of America,8.0,130000.0
77368,Master’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,80141.0
77372,Master’s degree,Germany,2.0,64859.0
77374,Bachelor’s degree,United States of America,23.0,120000.0
77375,Less than a Bachelors,Germany,4.0,41508.0
77379,Master’s degree,France,2.0,54049.0
77382,Bachelor’s degree,United States of America,4.0,100000.0
77386,Less than a Bachelors,Germany,3.0,86478.0
77393,Bachelor’s degree,United States of America,8.0,142000.0
77394,Master’s degree,Germany,3.0,64859.0
77398,Bachelor’s degree,India,0.5,11169.0
77400,Bachelor’s degree,United States of America,14.0,100000.0
77401,Post grad,Switzerland,10.0,105715.0
77407,Bachelor’s degree,Canada,33.0,127061.0
77410,Less than a Bachelors,United States of America,16.0,150000.0
77412,Bachelor’s degree,United States of America,1.0,76500.0
77414,Bachelor’s degree,Turkey,9.0,105000.0
77415,Bachelor’s degree,United States of America,3.0,78045.0
77416,Bachelor’s degree,United States of America,6.0,95000.0
77419,Master’s degree,Germany,25.0,86478.0
77421,Bachelor’s degree,United States of America,15.0,130000.0
77424,Master’s degree,United States of America,25.0,90000.0
77428,Master’s degree,Germany,7.0,64859.0
77429,Master’s degree,United States of America,45.0,100000.0
77437,Bachelor’s degree,United States of America,1.0,75000.0
77438,Less than a Bachelors,Germany,2.0,48644.0
77442,Bachelor’s degree,United States of America,4.0,120000.0
77444,Bachelor’s degree,Germany,7.0,39726.0
77448,Bachelor’s degree,United States of America,6.0,100000.0
77450,Bachelor’s degree,United States of America,7.0,103000.0
77456,Bachelor’s degree,United States of America,4.0,108000.0
77461,Master’s degree,Germany,7.0,167552.0
77463,Master’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,64630.0
77467,Bachelor’s degree,United States of America,3.0,75705.0
77474,Master’s degree,France,1.0,32429.0
77482,Post grad,United States of America,17.0,155000.0
77483,Bachelor’s degree,United States of America,12.0,77295.0
77484,Bachelor’s degree,United States of America,10.0,200000.0
77485,Bachelor’s degree,United States of America,25.0,180000.0
77486,Bachelor’s degree,Canada,4.0,63530.0
77492,Bachelor’s degree,Canada,4.0,113976.0
77494,Master’s degree,United States of America,1.0,75000.0
77495,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,67861.0
77497,Bachelor’s degree,United States of America,5.0,72000.0
77498,Bachelor’s degree,United States of America,4.0,130000.0
77502,Bachelor’s degree,Australia,15.0,95538.0
77506,Bachelor’s degree,United States of America,15.0,185000.0
77507,Bachelor’s degree,United States of America,1.0,146000.0
77511,Bachelor’s degree,United States of America,2.0,144000.0
77513,Bachelor’s degree,Australia,6.0,66810.0
77516,Less than a Bachelors,United States of America,7.0,180000.0
77518,Bachelor’s degree,Canada,0.5,52942.0
77520,Bachelor’s degree,United States of America,15.0,110000.0
77521,Bachelor’s degree,United States of America,12.0,200000.0
77528,Bachelor’s degree,United States of America,3.0,125000.0
77529,Bachelor’s degree,United States of America,4.0,113300.0
77531,Less than a Bachelors,United States of America,1.0,100000.0
77533,Less than a Bachelors,Brazil,5.0,35736.0
77538,Bachelor’s degree,United States of America,5.0,60000.0
77539,Bachelor’s degree,United States of America,3.0,108000.0
77541,Bachelor’s degree,United States of America,20.0,100000.0
77546,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,5.0,96945.0
77555,Bachelor’s degree,United States of America,3.0,86500.0
77558,Post grad,United States of America,2.0,200000.0
77559,Bachelor’s degree,United States of America,7.0,150000.0
77562,Less than a Bachelors,United States of America,5.0,90000.0
77566,Master’s degree,United States of America,5.0,153000.0
77571,Bachelor’s degree,Brazil,5.0,27024.0
77573,Bachelor’s degree,Brazil,8.0,50395.0
77574,Bachelor’s degree,United States of America,20.0,150000.0
77575,Master’s degree,United States of America,8.0,200000.0
77577,Bachelor’s degree,United States of America,8.0,160000.0
77582,Post grad,United States of America,10.0,200000.0
77590,Bachelor’s degree,United States of America,5.0,140000.0
77593,Less than a Bachelors,United States of America,5.0,59400.0
77597,Less than a Bachelors,Australia,6.0,73491.0
77600,Bachelor’s degree,United States of America,23.0,150000.0
77604,Less than a Bachelors,Australia,11.0,40100.0
77617,Bachelor’s degree,United States of America,5.0,137000.0
77625,Bachelor’s degree,United States of America,7.0,57600.0
77632,Bachelor’s degree,United States of America,1.0,80000.0
77636,Bachelor’s degree,United States of America,8.0,160000.0
77643,Bachelor’s degree,United States of America,12.0,120000.0
77658,Bachelor’s degree,United States of America,3.0,69000.0
77668,Bachelor’s degree,United States of America,7.0,200000.0
77670,Master’s degree,United States of America,4.0,135632.0
77674,Master’s degree,Canada,16.0,136136.0
77676,Bachelor’s degree,United States of America,13.0,114000.0
77690,Master’s degree,United States of America,7.0,120000.0
77696,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,30.0,155111.0
77703,Less than a Bachelors,Germany,35.0,129718.0
77706,Master’s degree,Russian Federation,9.0,28800.0
77708,Post grad,United States of America,5.0,120000.0
77711,Bachelor’s degree,United States of America,3.0,57500.0
77714,Less than a Bachelors,India,20.0,65899.0
77742,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,21.0,116333.0
77743,Bachelor’s degree,India,2.0,27648.0
77747,Master’s degree,Russian Federation,3.0,18876.0
77759,Bachelor’s degree,United States of America,1.0,130000.0
77768,Master’s degree,United States of America,10.0,110000.0
77771,Bachelor’s degree,Australia,4.0,93533.0
77781,Master’s degree,Australia,17.0,113576.0
77785,Less than a Bachelors,Netherlands,12.0,118908.0
77806,Bachelor’s degree,United States of America,4.0,111000.0
77812,Bachelor’s degree,Russian Federation,17.0,56616.0
77817,Master’s degree,France,4.0,33510.0
77822,Master’s degree,Poland,10.0,56196.0
77827,Bachelor’s degree,India,10.0,25131.0
77832,Bachelor’s degree,Poland,3.0,36444.0
77845,Less than a Bachelors,Germany,2.0,33732.0
77851,Bachelor’s degree,United States of America,6.0,135000.0
77854,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,38778.0
77856,Master’s degree,Germany,25.0,58368.0
77872,Master’s degree,Israel,4.0,157596.0
77874,Bachelor’s degree,United States of America,1.0,99000.0
77881,Bachelor’s degree,India,1.0,15358.0
77895,Bachelor’s degree,Netherlands,5.0,38916.0
77897,Bachelor’s degree,Switzerland,8.0,115880.0
77911,Master’s degree,Sweden,30.0,58908.0
77914,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,72385.0
77916,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,129259.0
77928,Master’s degree,United States of America,5.0,130000.0
77935,Bachelor’s degree,Germany,6.0,68102.0
77936,Master’s degree,Germany,21.0,105936.0
77945,Post grad,France,8.0,62150.0
77964,Bachelor’s degree,India,8.0,16752.0
77967,Master’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,96945.0
77972,Less than a Bachelors,Germany,8.0,64859.0
77974,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,54288.0
77983,Bachelor’s degree,Australia,13.0,76831.0
77985,Bachelor’s degree,Netherlands,15.0,71340.0
77986,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,1.0,36193.0
77989,Bachelor’s degree,India,4.0,36300.0
77991,Bachelor’s degree,Poland,10.0,16704.0
77993,Post grad,United Kingdom of Great Britain and Northern Ireland,10.0,155111.0
77997,Bachelor’s degree,India,1.0,23735.0
78019,Post grad,United Kingdom of Great Britain and Northern Ireland,2.0,104700.0
78020,Post grad,Sweden,12.0,63204.0
78029,Post grad,Spain,30.0,20760.0
78032,Less than a Bachelors,Spain,5.0,41077.0
78034,Bachelor’s degree,India,4.0,15084.0
78039,Post grad,Germany,30.0,65940.0
78040,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,1.0,51704.0
78048,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,0.5,57133.0
78053,Bachelor’s degree,Germany,15.0,84019.0
78055,Bachelor’s degree,Germany,0.5,51888.0
78059,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,86604.0
78062,Less than a Bachelors,Israel,4.0,108564.0
78065,Post grad,Israel,21.0,163438.0
78083,Less than a Bachelors,India,4.0,12566.0
78091,Bachelor’s degree,India,6.0,55847.0
78094,Master’s degree,Spain,0.5,16215.0
78101,Master’s degree,India,4.0,10152.0
78105,Bachelor’s degree,Turkey,11.0,58514.0
78106,Master’s degree,Russian Federation,3.0,24540.0
78114,Master’s degree,Poland,20.0,75937.0
78115,Master’s degree,Russian Federation,2.0,32088.0
78122,Less than a Bachelors,Italy,2.0,35672.0
78127,Master’s degree,India,15.0,36300.0
78129,Master’s degree,United Kingdom of Great Britain and Northern Ireland,0.5,51704.0
78137,Post grad,United Kingdom of Great Britain and Northern Ireland,5.0,116333.0
78149,Bachelor’s degree,Canada,14.0,75631.0
78157,Master’s degree,France,40.0,129718.0
78159,Bachelor’s degree,Turkey,4.0,31560.0
78160,Master’s degree,India,10.0,22339.0
78198,Master’s degree,France,2.0,16860.0
78207,Master’s degree,United States of America,15.0,80000.0
78210,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,7.0,96945.0
78219,Bachelor’s degree,Canada,2.0,75631.0
78221,Master’s degree,Germany,5.0,51887.0
78225,Master’s degree,France,0.5,19452.0
78240,Master’s degree,United States of America,44.0,140000.0
78241,Master’s degree,Italy,4.0,22056.0
78245,Less than a Bachelors,Russian Federation,7.0,26424.0
78247,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,109871.0
78248,Bachelor’s degree,India,3.0,21636.0
78249,Master’s degree,Australia,29.0,160343.0
78264,Bachelor’s degree,Italy,6.0,43239.0
78268,Master’s degree,United States of America,13.0,138000.0
78275,Less than a Bachelors,Germany,5.0,62697.0
78278,Bachelor’s degree,Brazil,9.0,17868.0
78283,Bachelor’s degree,India,5.0,19546.0
78292,Master’s degree,United States of America,12.0,112500.0
78293,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,31022.0
78295,Master’s degree,United States of America,40.0,76000.0
78298,Bachelor’s degree,United States of America,20.0,140000.0
78301,Bachelor’s degree,Germany,3.0,55130.0
78306,Bachelor’s degree,Italy,2.0,18804.0
78308,Master’s degree,France,6.0,81074.0
78309,Less than a Bachelors,Russian Federation,21.0,41520.0
78310,Master’s degree,United States of America,6.0,102000.0
78322,Bachelor’s degree,Brazil,15.0,54972.0
78325,Less than a Bachelors,India,20.0,55847.0
78328,Bachelor’s degree,Poland,2.0,18228.0
78329,Post grad,Germany,12.0,75669.0
78333,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,4.0,58167.0
78334,Bachelor’s degree,United States of America,26.0,145000.0
78335,Less than a Bachelors,Italy,8.0,35672.0
78339,Bachelor’s degree,Germany,7.0,60427.0
78345,Bachelor’s degree,Germany,1.0,48644.0
78350,Bachelor’s degree,United States of America,15.0,150000.0
78351,Post grad,United States of America,36.0,200000.0
78353,Master’s degree,Norway,0.5,56106.0
78354,Bachelor’s degree,India,16.0,86004.0
78361,Bachelor’s degree,India,6.0,36300.0
78372,Bachelor’s degree,Israel,8.0,140088.0
78378,Bachelor’s degree,India,4.0,16754.0
78381,Master’s degree,United States of America,8.0,100000.0
78393,Less than a Bachelors,United States of America,15.0,195000.0
78400,Master’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,109871.0
78402,Less than a Bachelors,Spain,25.0,64859.0
78411,Less than a Bachelors,Netherlands,0.5,33336.0
78414,Post grad,United States of America,11.0,100000.0
78415,Bachelor’s degree,Brazil,13.0,74447.0
78416,Bachelor’s degree,Canada,15.0,117229.0
78419,Master’s degree,Turkey,8.0,98616.0
78430,Bachelor’s degree,United States of America,36.0,163000.0
78432,Bachelor’s degree,Turkey,1.0,55800.0
78435,Master’s degree,United States of America,2.0,126500.0
78437,Post grad,Canada,7.0,121010.0
78441,Bachelor’s degree,United States of America,2.0,88000.0
78446,Bachelor’s degree,India,14.0,111694.0
78447,Bachelor’s degree,United States of America,2.0,82000.0
78457,Bachelor’s degree,United States of America,2.0,51000.0
78459,Master’s degree,France,24.0,62537.0
78465,Master’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,48472.0
78468,Bachelor’s degree,United States of America,2.0,30000.0
78469,Bachelor’s degree,India,5.0,21641.0
78473,Less than a Bachelors,Netherlands,5.0,64859.0
78475,Bachelor’s degree,United States of America,3.0,97400.0
78485,Bachelor’s degree,United States of America,0.5,160000.0
78490,Bachelor’s degree,Spain,1.0,24863.0
78496,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,71093.0
78505,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,76909.0
78506,Bachelor’s degree,United States of America,11.0,98000.0
78511,Bachelor’s degree,United States of America,0.5,120000.0
78513,Bachelor’s degree,Israel,1.0,70044.0
78514,Master’s degree,United States of America,2.0,65000.0
78515,Master’s degree,France,5.0,59454.0
78518,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,43948.0
78523,Less than a Bachelors,Switzerland,1.0,93517.0
78524,Bachelor’s degree,India,10.0,58644.0
78525,Master’s degree,United States of America,40.0,111600.0
78537,Less than a Bachelors,United States of America,6.0,175000.0
78539,Bachelor’s degree,United States of America,17.0,164000.0
