,EdLevel,Country,YearsCodePro,Salary
44293,Master’s degree,Australia,8.0,60129.0
44296,Post grad,Spain,1.0,16212.0
44305,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,4.0,64630.0
44311,Less than a Bachelors,Canada,3.0,55114.0
44313,Master’s degree,United States of America,6.0,150000.0
44317,Bachelor’s degree,Brazil,6.0,24744.0
44318,Master’s degree,United States of America,30.0,115000.0
44319,Bachelor’s degree,Canada,4.0,47270.0
44320,Bachelor’s degree,United States of America,6.0,116000.0
44325,Bachelor’s degree,United States of America,40.0,100000.0
44328,Master’s degree,Germany,5.0,59454.0
44337,Master’s degree,United States of America,18.0,140000.0
44342,Less than a Bachelors,United States of America,6.0,140000.0
44343,Bachelor’s degree,Israel,13.0,133080.0
44345,Less than a Bachelors,Brazil,18.0,46044.0
44353,Bachelor’s degree,Australia,5.0,61465.0
44354,Bachelor’s degree,United States of America,4.0,180000.0
44355,Bachelor’s degree,United States of America,0.5,116100.0
44360,Less than a Bachelors,Canada,6.0,64287.0
44376,Less than a Bachelors,Brazil,4.0,12372.0
44379,Bachelor’s degree,United States of America,5.0,50000.0
44381,Post grad,United States of America,2.0,100000.0
44385,Bachelor’s degree,Australia,22.0,70818.0
44387,Master’s degree,Brazil,6.0,34908.0
44392,Bachelor’s degree,United States of America,9.0,145000.0
44401,Bachelor’s degree,United States of America,17.0,162000.0
44407,Bachelor’s degree,Brazil,1.0,19236.0
44412,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,90482.0
44417,Master’s degree,Canada,12.0,86976.0
44419,Bachelor’s degree,United States of America,20.0,125000.0
44424,Bachelor’s degree,Canada,2.0,71850.0
44425,Bachelor’s degree,United States of America,2.0,74000.0
44431,Bachelor’s degree,United States of America,20.0,156000.0
44435,Bachelor’s degree,Brazil,8.0,16488.0
44436,Master’s degree,Canada,8.0,51429.0
44443,Bachelor’s degree,Australia,6.0,69499.0
44445,Bachelor’s degree,United States of America,10.0,135000.0
44448,Bachelor’s degree,Australia,23.0,96874.0
44449,Bachelor’s degree,Canada,13.0,75631.0
44453,Bachelor’s degree,United States of America,5.0,78000.0
44455,Bachelor’s degree,United States of America,2.0,93000.0
44460,Less than a Bachelors,Brazil,5.0,13740.0
44462,Master’s degree,United States of America,8.0,167000.0
44464,Master’s degree,India,4.0,20314.0
44474,Less than a Bachelors,Australia,15.0,53448.0
44476,Bachelor’s degree,United States of America,20.0,130000.0
44477,Bachelor’s degree,United States of America,7.0,150000.0
44480,Bachelor’s degree,United States of America,28.0,200000.0
44481,Master’s degree,Australia,18.0,80172.0
44485,Bachelor’s degree,United States of America,10.0,145000.0
44493,Bachelor’s degree,Canada,8.0,100000.0
44499,Bachelor’s degree,United States of America,23.0,150000.0
44502,Master’s degree,United States of America,6.0,30000.0
44503,Bachelor’s degree,United States of America,2.0,76000.0
44505,Bachelor’s degree,Australia,15.0,133619.0
44506,Less than a Bachelors,United States of America,8.0,83000.0
44510,Less than a Bachelors,Australia,16.0,44094.0
44514,Bachelor’s degree,India,4.0,12566.0
44516,Master’s degree,India,10.0,27923.0
44522,Less than a Bachelors,Australia,23.0,90193.0
44526,Less than a Bachelors,Australia,15.0,66810.0
44529,Bachelor’s degree,Australia,3.0,51777.0
44538,Bachelor’s degree,Australia,16.0,68146.0
44549,Master’s degree,United States of America,21.0,175000.0
44560,Bachelor’s degree,Australia,10.0,167024.0
44566,Bachelor’s degree,Australia,5.0,68146.0
44569,Bachelor’s degree,Australia,8.0,48108.0
44571,Master’s degree,India,16.0,76789.0
44578,Bachelor’s degree,United States of America,2.0,85000.0
44582,Less than a Bachelors,Australia,39.0,120257.0
44583,Less than a Bachelors,Australia,14.0,113576.0
44589,Bachelor’s degree,India,6.0,21641.0
44591,Bachelor’s degree,Australia,5.0,62133.0
44593,Bachelor’s degree,India,7.0,23735.0
44599,Bachelor’s degree,India,2.0,11114.0
44602,Bachelor’s degree,India,6.0,18080.0
44605,Less than a Bachelors,United States of America,10.0,120000.0
44606,Less than a Bachelors,Germany,4.0,59454.0
44610,Bachelor’s degree,Australia,2.0,86850.0
44627,Bachelor’s degree,Canada,2.0,52942.0
44635,Less than a Bachelors,Australia,4.0,62534.0
44639,Master’s degree,India,21.0,90751.0
44651,Master’s degree,Germany,13.0,86268.0
44653,Bachelor’s degree,India,8.0,22339.0
44655,Bachelor’s degree,Turkey,7.0,21696.0
44657,Master’s degree,India,10.0,49564.0
44667,Bachelor’s degree,India,5.0,23735.0
44671,Bachelor’s degree,India,16.0,41885.0
44672,Bachelor’s degree,India,2.0,13962.0
44678,Bachelor’s degree,India,12.0,20940.0
44685,Master’s degree,Australia,0.5,80172.0
44689,Bachelor’s degree,India,8.0,14244.0
44692,Bachelor’s degree,India,7.0,19440.0
44711,Master’s degree,United States of America,4.0,142000.0
44713,Post grad,Australia,15.0,86853.0
44717,Master’s degree,Germany,5.0,73507.0
44730,Bachelor’s degree,Australia,17.0,87387.0
44734,Bachelor’s degree,India,12.0,27923.0
44735,Bachelor’s degree,United States of America,8.0,120000.0
44744,Bachelor’s degree,United States of America,6.0,165000.0
44746,Bachelor’s degree,Australia,5.0,53450.0
44750,Master’s degree,France,20.0,38916.0
44754,Bachelor’s degree,Germany,10.0,102693.0
44758,Bachelor’s degree,Netherlands,22.0,58368.0
44771,Bachelor’s degree,Israel,7.0,87552.0
44776,Bachelor’s degree,India,12.0,33508.0
44777,Master’s degree,Germany,2.0,46482.0
44781,Master’s degree,Germany,4.0,51888.0
44784,Master’s degree,India,7.0,56545.0
44788,Bachelor’s degree,India,8.0,27923.0
44791,Bachelor’s degree,Germany,17.0,74588.0
44792,Bachelor’s degree,Poland,3.0,16404.0
44794,Post grad,Netherlands,9.0,90802.0
44801,Master’s degree,France,2.0,25944.0
44805,Bachelor’s degree,Turkey,12.0,35508.0
44807,Bachelor’s degree,Turkey,13.0,21696.0
44810,Bachelor’s degree,Australia,3.0,53448.0
44811,Master’s degree,France,16.0,86478.0
44830,Post grad,Sweden,6.0,52776.0
44833,Bachelor’s degree,Norway,9.0,91711.0
44838,Bachelor’s degree,Netherlands,7.0,68748.0
44846,Master’s degree,Germany,20.0,129718.0
44849,Bachelor’s degree,India,3.0,23460.0
44851,Bachelor’s degree,India,3.0,167544.0
44854,Less than a Bachelors,Switzerland,6.0,147391.0
44855,Bachelor’s degree,Germany,7.0,88640.0
44865,Master’s degree,Russian Federation,11.0,50400.0
44867,Less than a Bachelors,Sweden,0.5,31908.0
44868,Post grad,France,15.0,48644.0
44869,Post grad,France,8.0,48644.0
44872,Bachelor’s degree,Norway,4.0,93869.0
44874,Master’s degree,Germany,2.0,55776.0
44876,Bachelor’s degree,Germany,10.0,64859.0
44877,Bachelor’s degree,India,14.0,83772.0
44879,Master’s degree,Germany,10.0,129718.0
44887,Less than a Bachelors,Spain,7.0,54049.0
44889,Bachelor’s degree,India,4.0,14520.0
44891,Bachelor’s degree,Switzerland,1.0,79284.0
44892,Master’s degree,Switzerland,4.0,121979.0
44893,Master’s degree,Netherlands,9.0,76750.0
44894,Master’s degree,Switzerland,4.0,111814.0
44896,Bachelor’s degree,Netherlands,35.0,51888.0
44898,Less than a Bachelors,Poland,9.0,75936.0
44905,Less than a Bachelors,Sweden,4.0,61368.0
44910,Master’s degree,Germany,3.0,59454.0
44913,Master’s degree,Switzerland,9.0,147391.0
44933,Post grad,Spain,5.0,16212.0
44934,Less than a Bachelors,Spain,3.0,16860.0
44936,Master’s degree,Canada,4.0,90758.0
44937,Less than a Bachelors,Sweden,17.0,63816.0
44938,Post grad,Russian Federation,15.0,33972.0
44940,Bachelor’s degree,France,13.0,68100.0
44953,Bachelor’s degree,India,3.0,19546.0
44954,Master’s degree,Sweden,3.0,43572.0
44963,Master’s degree,United States of America,6.0,140000.0
44972,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,94359.0
44974,Bachelor’s degree,Germany,11.0,60972.0
44976,Bachelor’s degree,Germany,5.0,84000.0
44981,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,24.0,38778.0
44984,Master’s degree,France,24.0,77831.0
44985,Master’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,64630.0
44989,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,2.0,24236.0
45004,Master’s degree,France,2.0,15564.0
45005,Master’s degree,United Kingdom of Great Britain and Northern Ireland,29.0,90482.0
45008,Less than a Bachelors,Israel,8.0,108564.0
45012,Master’s degree,France,6.0,68102.0
45014,Master’s degree,France,9.0,46482.0
45015,Bachelor’s degree,Sweden,4.0,81821.0
45016,Bachelor’s degree,Germany,6.0,28536.0
45021,Master’s degree,Sweden,13.0,83460.0
45025,Bachelor’s degree,Australia,17.0,100214.0
45031,Master’s degree,Germany,15.0,64860.0
45032,Bachelor’s degree,India,3.0,27923.0
45033,Less than a Bachelors,Sweden,3.0,66276.0
45036,Post grad,Germany,5.0,81074.0
45040,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,77556.0
45041,Bachelor’s degree,Italy,11.0,25944.0
45043,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,20.0,84019.0
45044,Bachelor’s degree,Norway,19.0,75527.0
45049,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,9.0,68507.0
45050,Less than a Bachelors,Germany,17.0,77182.0
45054,Less than a Bachelors,Sweden,9.0,66888.0
45055,Master’s degree,France,6.0,48644.0
45057,Master’s degree,Germany,4.0,65940.0
45058,Master’s degree,United Kingdom of Great Britain and Northern Ireland,16.0,62040.0
45065,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,55582.0
45066,Less than a Bachelors,France,3.0,25944.0
45067,Bachelor’s degree,Russian Federation,4.0,10188.0
45069,Master’s degree,Spain,8.0,102693.0
45070,Bachelor’s degree,India,10.0,15358.0
45071,Less than a Bachelors,France,12.0,53184.0
45074,Master’s degree,France,8.0,45672.0
45076,Bachelor’s degree,India,5.0,25131.0
45078,Bachelor’s degree,Sweden,3.0,54912.0
45079,Master’s degree,Italy,14.0,43239.0
45080,Less than a Bachelors,Italy,6.0,23352.0
45087,Master’s degree,France,12.0,86478.0
45090,Less than a Bachelors,Poland,2.0,18228.0
45091,Bachelor’s degree,Germany,4.0,75669.0
45094,Master’s degree,Norway,20.0,64737.0
45101,Bachelor’s degree,Netherlands,9.0,72426.0
45107,Master’s degree,Netherlands,11.0,86478.0
45109,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,16.0,89189.0
45111,Post grad,Russian Federation,2.0,13212.0
45115,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,62045.0
45116,Master’s degree,Poland,5.0,54672.0
45118,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,90482.0
45120,Master’s degree,France,8.0,56211.0
45121,Master’s degree,Italy,7.0,35672.0
45126,Post grad,Sweden,10.0,61368.0
45128,Master’s degree,Sweden,16.0,61368.0
45137,Bachelor’s degree,India,13.0,58644.0
45138,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,8.0,71093.0
45140,Master’s degree,France,4.0,51887.0
45152,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,7.0,45241.0
45154,Bachelor’s degree,Turkey,2.0,19728.0
45155,Bachelor’s degree,Russian Federation,2.0,19812.0
45156,Bachelor’s degree,India,7.0,29316.0
45157,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,26.0,116333.0
45162,Master’s degree,Germany,3.0,75669.0
45175,Bachelor’s degree,India,13.0,40489.0
45177,Master’s degree,France,30.0,97288.0
45178,Bachelor’s degree,India,4.0,25128.0
45179,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,18.0,103408.0
45180,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,3.0,34900.0
45184,Bachelor’s degree,Netherlands,7.0,162147.0
45186,Bachelor’s degree,Poland,10.0,92492.0
45187,Master’s degree,France,7.0,43239.0
45189,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,47826.0
45193,Bachelor’s degree,Sweden,5.0,59520.0
45198,Master’s degree,India,5.0,30716.0
45199,Master’s degree,India,5.0,19546.0
45201,Less than a Bachelors,Russian Federation,3.0,18876.0
45202,Master’s degree,Russian Federation,10.0,45480.0
45203,Bachelor’s degree,Sweden,8.0,54000.0
45207,Bachelor’s degree,Spain,20.0,54049.0
45212,Master’s degree,India,9.0,32112.0
45214,Bachelor’s degree,India,3.0,11724.0
45219,Bachelor’s degree,India,6.0,17385.0
45221,Bachelor’s degree,Netherlands,10.0,56751.0
45228,Post grad,United Kingdom of Great Britain and Northern Ireland,3.0,55582.0
45229,Bachelor’s degree,India,18.0,41885.0
45230,Post grad,Germany,24.0,90804.0
45232,Bachelor’s degree,Russian Federation,9.0,61200.0
45234,Master’s degree,Sweden,1.0,40910.0
45237,Post grad,Sweden,5.0,77316.0
45238,Bachelor’s degree,Turkey,17.0,42000.0
45239,Bachelor’s degree,India,2.0,13962.0
45246,Bachelor’s degree,Israel,15.0,140088.0
45247,Post grad,Germany,6.0,75669.0
45248,Master’s degree,Poland,6.0,29160.0
45251,Master’s degree,France,22.0,33732.0
45252,Master’s degree,Germany,10.0,75669.0
45262,Master’s degree,Sweden,4.0,52776.0
45264,Less than a Bachelors,Germany,20.0,97284.0
45267,Less than a Bachelors,Spain,5.0,29186.0
45268,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,29472.0
45272,Less than a Bachelors,Spain,17.0,42158.0
45282,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,65922.0
45285,Master’s degree,Netherlands,5.0,40212.0
45290,Master’s degree,India,2.0,18150.0
45291,Master’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,90482.0
45294,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,77556.0
45295,Post grad,Russian Federation,26.0,37752.0
45296,Master’s degree,Switzerland,7.0,162638.0
45297,Master’s degree,Germany,30.0,140527.0
45304,Master’s degree,France,6.0,37834.0
45308,Master’s degree,Poland,3.0,27923.0
45310,Bachelor’s degree,Germany,10.0,25944.0
45311,Bachelor’s degree,India,3.0,13962.0
45312,Less than a Bachelors,Germany,3.0,25944.0
45317,Post grad,Germany,4.0,67021.0
45323,Less than a Bachelors,Germany,10.0,71340.0
45325,Post grad,Spain,3.0,23782.0
45327,Master’s degree,Spain,4.0,48644.0
45330,Master’s degree,France,25.0,102693.0
45331,Master’s degree,United Kingdom of Great Britain and Northern Ireland,19.0,103408.0
45332,Master’s degree,Germany,5.0,84312.0
45333,Bachelor’s degree,India,0.5,16752.0
45339,Bachelor’s degree,Netherlands,1.0,34380.0
45349,Less than a Bachelors,Spain,2.0,32429.0
45351,Bachelor’s degree,Turkey,17.0,65746.0
45355,Bachelor’s degree,Germany,2.0,44969.0
45359,Bachelor’s degree,Australia,1.0,108098.0
45362,Bachelor’s degree,France,12.0,50806.0
45370,Bachelor’s degree,India,5.0,27225.0
45373,Bachelor’s degree,Russian Federation,4.0,28308.0
45376,Bachelor’s degree,Netherlands,1.0,46267.0
45383,Post grad,Spain,7.0,25944.0
45386,Less than a Bachelors,Germany,3.0,45396.0
45396,Less than a Bachelors,Netherlands,2.0,23352.0
45397,Less than a Bachelors,Turkey,8.0,11832.0
45398,Master’s degree,Germany,5.0,57072.0
45399,Bachelor’s degree,India,7.0,16752.0
45403,Bachelor’s degree,India,15.0,41885.0
45409,Master’s degree,Spain,7.0,25944.0
45411,Master’s degree,France,20.0,86478.0
45413,Master’s degree,Norway,3.0,70132.0
45417,Less than a Bachelors,Germany,18.0,95126.0
45418,Bachelor’s degree,India,7.0,29320.0
45422,Less than a Bachelors,Italy,10.0,15564.0
45426,Master’s degree,Germany,12.0,77832.0
45446,Less than a Bachelors,Poland,2.0,24300.0
45447,Post grad,Spain,4.0,36753.0
45456,Master’s degree,Poland,6.0,48600.0
45462,Master’s degree,Italy,2.0,19452.0
45470,Less than a Bachelors,Spain,2.0,27025.0
45478,Post grad,France,10.0,118908.0
45479,Master’s degree,Sweden,27.0,67500.0
45480,Bachelor’s degree,India,3.0,12119.0
45485,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,24.0,84019.0
45488,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,7.0,31022.0
45490,Bachelor’s degree,Germany,2.0,48648.0
45491,Bachelor’s degree,Poland,4.0,10632.0
45493,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,5.0,95361.0
45494,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,20.0,71739.0
45497,Bachelor’s degree,India,10.0,30018.0
45498,Bachelor’s degree,Sweden,0.5,39276.0
45501,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,63983.0
45503,Less than a Bachelors,Germany,16.0,70264.0
45505,Post grad,United Kingdom of Great Britain and Northern Ireland,10.0,64630.0
45510,Less than a Bachelors,France,3.0,41077.0
45519,Bachelor’s degree,Australia,5.0,86853.0
45521,Master’s degree,Italy,3.0,25944.0
45530,Master’s degree,Germany,10.0,81074.0
45533,Less than a Bachelors,Germany,20.0,38916.0
45536,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,12.0,71093.0
45540,Bachelor’s degree,France,1.0,22701.0
45549,Bachelor’s degree,United States of America,2.0,160000.0
45551,Bachelor’s degree,Brazil,1.0,10992.0
45554,Bachelor’s degree,India,8.0,42583.0
45558,Bachelor’s degree,Germany,11.0,68102.0
45562,Bachelor’s degree,Germany,4.0,75669.0
45570,Less than a Bachelors,Poland,3.0,18228.0
45574,Bachelor’s degree,Germany,3.0,43239.0
45577,Bachelor’s degree,India,7.0,16754.0
45578,Bachelor’s degree,Turkey,5.0,29580.0
45584,Bachelor’s degree,India,4.0,19104.0
45586,Less than a Bachelors,Germany,13.0,71340.0
45596,Less than a Bachelors,Sweden,11.0,82236.0
45597,Less than a Bachelors,Sweden,10.0,50316.0
45600,Less than a Bachelors,Italy,3.0,46482.0
45606,Bachelor’s degree,France,0.5,37834.0
45607,Less than a Bachelors,Germany,15.0,103774.0
45609,Less than a Bachelors,Sweden,18.0,58911.0
45613,Master’s degree,Russian Federation,17.0,70776.0
45614,Post grad,Turkey,13.0,78000.0
45617,Bachelor’s degree,India,8.0,23386.0
45621,Master’s degree,Germany,8.0,59454.0
45623,Master’s degree,Germany,11.0,101612.0
45633,Less than a Bachelors,Germany,0.5,11676.0
45637,Less than a Bachelors,Germany,3.0,37620.0
45648,Bachelor’s degree,India,4.0,13740.0
45649,Post grad,Germany,20.0,116748.0
45653,Master’s degree,United States of America,29.0,117600.0
45654,Master’s degree,Poland,10.0,121500.0
45657,Master’s degree,India,16.0,55847.0
45662,Bachelor’s degree,Turkey,3.0,26820.0
45663,Bachelor’s degree,Israel,2.0,71796.0
45666,Less than a Bachelors,India,2.0,24014.0
45667,Bachelor’s degree,Germany,7.0,58368.0
45670,Master’s degree,Poland,10.0,75937.0
45672,Bachelor’s degree,India,8.0,27923.0
45674,Bachelor’s degree,Norway,9.0,80922.0
45677,Master’s degree,France,14.0,54049.0
45678,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,4.0,64630.0
45679,Less than a Bachelors,Spain,4.0,64859.0
45683,Master’s degree,France,1.0,18156.0
45685,Bachelor’s degree,Germany,4.0,58368.0
45689,Bachelor’s degree,Canada,29.0,132355.0
45694,Post grad,United States of America,7.0,165000.0
45695,Master’s degree,Germany,10.0,65940.0
45696,Bachelor’s degree,India,5.0,13962.0
45700,Master’s degree,Switzerland,0.5,88536.0
45705,Bachelor’s degree,India,6.0,25131.0
45710,Master’s degree,France,15.0,43239.0
45711,Bachelor’s degree,Sweden,10.0,61366.0
45712,Bachelor’s degree,Netherlands,10.0,91883.0
45715,Bachelor’s degree,United States of America,6.0,104000.0
45722,Bachelor’s degree,Germany,4.0,59454.0
45726,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,13.0,59459.0
45731,Post grad,Russian Federation,22.0,28308.0
45733,Less than a Bachelors,Norway,10.0,80598.0
45735,Master’s degree,Israel,20.0,192624.0
45738,Bachelor’s degree,United States of America,17.0,120000.0
45741,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,5.0,58167.0
45744,Bachelor’s degree,France,10.0,108098.0
45745,Bachelor’s degree,Germany,5.0,64860.0
45748,Bachelor’s degree,Brazil,19.0,18696.0
45750,Master’s degree,Germany,14.0,97288.0
45752,Master’s degree,France,7.0,114584.0
45754,Bachelor’s degree,India,13.0,127332.0
45757,Less than a Bachelors,Poland,4.0,48600.0
45759,Less than a Bachelors,Canada,9.0,60505.0
45760,Bachelor’s degree,Turkey,11.0,47340.0
45770,Less than a Bachelors,Israel,4.0,80556.0
45785,Bachelor’s degree,United States of America,17.0,112000.0
45786,Master’s degree,United Kingdom of Great Britain and Northern Ireland,21.0,93067.0
45788,Master’s degree,India,2.0,19272.0
45790,Master’s degree,Germany,10.0,95124.0
45791,Bachelor’s degree,France,2.0,34591.0
45795,Less than a Bachelors,United States of America,20.0,125000.0
45798,Bachelor’s degree,United States of America,8.0,120000.0
45799,Bachelor’s degree,Italy,16.0,75669.0
45804,Master’s degree,France,2.0,22056.0
45806,Bachelor’s degree,Switzerland,6.0,121979.0
45808,Bachelor’s degree,United States of America,25.0,147000.0
45810,Less than a Bachelors,United States of America,2.0,105000.0
45818,Bachelor’s degree,India,6.0,26527.0
45825,Less than a Bachelors,United States of America,3.0,80000.0
45829,Master’s degree,Germany,8.0,51888.0
45830,Post grad,Sweden,5.0,47868.0
45837,Less than a Bachelors,Germany,15.0,63778.0
45843,Less than a Bachelors,France,5.0,35672.0
45846,Bachelor’s degree,United States of America,18.0,103000.0
45847,Master’s degree,Germany,16.0,75669.0
45848,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,25.0,129259.0
45851,Less than a Bachelors,Poland,3.0,55584.0
45855,Bachelor’s degree,Spain,6.0,32429.0
45863,Post grad,Russian Federation,23.0,90000.0
45866,Master’s degree,United States of America,2.0,73000.0
45867,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,93067.0
45868,Bachelor’s degree,Brazil,2.0,20616.0
45871,Less than a Bachelors,Canada,4.0,52942.0
45881,Master’s degree,Spain,12.0,49725.0
45885,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,13.0,71093.0
45886,Less than a Bachelors,Israel,8.0,122580.0
45887,Less than a Bachelors,Brazil,20.0,27492.0
45890,Bachelor’s degree,Russian Federation,11.0,30192.0
45891,Bachelor’s degree,India,8.0,32112.0
45893,Less than a Bachelors,Poland,4.0,39492.0
45894,Bachelor’s degree,Poland,3.0,27036.0
45896,Less than a Bachelors,United States of America,3.0,80000.0
45897,Master’s degree,United States of America,21.0,120000.0
45906,Less than a Bachelors,Spain,7.0,191000.0
45911,Master’s degree,United States of America,8.0,150000.0
45918,Less than a Bachelors,Italy,0.5,16860.0
45919,Master’s degree,Italy,7.0,32429.0
45920,Bachelor’s degree,United States of America,26.0,100000.0
45921,Master’s degree,Poland,15.0,168000.0
45922,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,9.0,65922.0
45924,Less than a Bachelors,Poland,20.0,16704.0
45925,Master’s degree,United States of America,2.0,75000.0
45926,Post grad,United Kingdom of Great Britain and Northern Ireland,0.5,62045.0
45927,Bachelor’s degree,Norway,4.0,71211.0
45929,Bachelor’s degree,United States of America,15.0,160000.0
45939,Master’s degree,Germany,3.0,58373.0
45940,Less than a Bachelors,Brazil,3.0,11772.0
45941,Bachelor’s degree,Netherlands,8.0,59454.0
45943,Less than a Bachelors,Spain,6.0,31128.0
45947,Less than a Bachelors,Israel,13.0,126084.0
45948,Master’s degree,Norway,6.0,87395.0
45949,Bachelor’s degree,Brazil,8.0,20616.0
45950,Bachelor’s degree,Sweden,3.0,57684.0
45951,Master’s degree,United States of America,11.0,183000.0
45952,Master’s degree,Spain,5.0,34591.0
45954,Master’s degree,Germany,32.0,97288.0
45956,Bachelor’s degree,United States of America,2.0,80000.0
45957,Less than a Bachelors,Canada,4.0,75631.0
45961,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,139600.0
45962,Bachelor’s degree,India,14.0,16752.0
45965,Less than a Bachelors,Brazil,2.0,18000.0
45967,Less than a Bachelors,Germany,21.0,51624.0
45969,Master’s degree,Germany,5.0,65713.0
45971,Post grad,Germany,24.0,68102.0
45976,Master’s degree,United Kingdom of Great Britain and Northern Ireland,20.0,73678.0
45978,Master’s degree,Spain,6.0,28646.0
45981,Less than a Bachelors,Israel,3.0,73548.0
45987,Post grad,Russian Federation,6.0,47184.0
45989,Bachelor’s degree,United States of America,13.0,128000.0
45992,Less than a Bachelors,Spain,5.0,54049.0
45994,Master’s degree,Germany,8.0,70264.0
45995,Less than a Bachelors,Brazil,1.0,62400.0
45996,Master’s degree,United States of America,13.0,99700.0
45998,Less than a Bachelors,United States of America,11.0,104000.0
46007,Bachelor’s degree,India,2.0,12566.0
46010,Bachelor’s degree,United States of America,3.0,130000.0
46011,Master’s degree,France,2.0,38915.0
46012,Bachelor’s degree,India,7.0,29320.0
46013,Bachelor’s degree,Brazil,4.0,23088.0
46014,Master’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,168037.0
46017,Master’s degree,Poland,6.0,18228.0
46019,Master’s degree,Canada,4.0,58992.0
46020,Less than a Bachelors,United States of America,23.0,180000.0
46025,Bachelor’s degree,Canada,5.0,96808.0
46026,Master’s degree,Russian Federation,5.0,15096.0
46027,Master’s degree,United Kingdom of Great Britain and Northern Ireland,24.0,142185.0
46028,Bachelor’s degree,Canada,22.0,83194.0
46030,Master’s degree,Germany,12.0,38916.0
46031,Bachelor’s degree,Canada,36.0,90758.0
46032,Master’s degree,United Kingdom of Great Britain and Northern Ireland,27.0,80141.0
46037,Master’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,116333.0
46038,Less than a Bachelors,Brazil,11.0,17180.0
46040,Bachelor’s degree,India,3.0,13962.0
46041,Master’s degree,Russian Federation,15.0,30192.0
46043,Less than a Bachelors,Brazil,3.0,40545.0
46044,Bachelor’s degree,France,20.0,59454.0
46045,Less than a Bachelors,Canada,6.0,37810.0
46050,Bachelor’s degree,United States of America,3.0,84420.0
46051,Bachelor’s degree,United States of America,4.0,140000.0
46054,Bachelor’s degree,United States of America,0.5,75000.0
46057,Bachelor’s degree,United States of America,22.0,108000.0
46059,Bachelor’s degree,United States of America,11.0,128000.0
46060,Less than a Bachelors,Israel,4.0,63036.0
46061,Bachelor’s degree,United States of America,4.0,160000.0
46070,Bachelor’s degree,Sweden,11.0,67605.0
46075,Less than a Bachelors,United States of America,20.0,200000.0
46076,Master’s degree,India,22.0,58644.0
46077,Bachelor’s degree,Germany,6.0,64860.0
46085,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,47826.0
46087,Bachelor’s degree,India,7.0,23037.0
46088,Less than a Bachelors,France,5.0,47563.0
46089,Master’s degree,Germany,4.0,60535.0
46090,Master’s degree,India,2.0,22339.0
46091,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,30.0,90482.0
46093,Bachelor’s degree,France,5.0,48644.0
46094,Master’s degree,Germany,3.0,46704.0
46095,Bachelor’s degree,United States of America,4.0,168000.0
46096,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,1.0,32315.0
46099,Less than a Bachelors,Germany,14.0,73507.0
46100,Bachelor’s degree,India,6.0,11728.0
46102,Bachelor’s degree,Australia,12.0,133619.0
46103,Bachelor’s degree,Canada,12.0,45379.0
46112,Less than a Bachelors,Canada,3.0,56723.0
46117,Bachelor’s degree,United States of America,8.0,140000.0
46120,Master’s degree,Italy,5.0,34591.0
